ticket_id,category,priority,status,department,assigned_agent,created_date,resolved_date,resolution_hours,sla_breached,is_weekend
TKT-00221,Network,Low,Closed,HR,Vikram Joshi,2024-08-15 03:35:56,2024-08-18 15:35:56,84.0,Yes,No
TKT-00222,Software,Low,Closed,Legal,Anjali Mehta,2023-03-04 21:21:37,2023-03-06 05:21:37,32.0,No,Yes
TKT-00223,Printer,Medium,Resolved,Finance,Amit Sharma,2024-09-05 03:18:42,2024-09-05 10:18:42,7.0,No,No
TKT-00224,Hardware,High,Open,Sales,Rohit Verma,2024-04-12 03:04:29,,,,No
TKT-00225,Access/Login,Low,Closed,Finance,Rohit Verma,2023-08-11 20:11:51,2023-08-14 03:11:51,55.0,No,No
TKT-00226,Printer,Medium,Resolved,Sales,Neha Gupta,2023-05-22 19:29:07,2023-05-24 23:29:07,52.0,Yes,No
TKT-00227,Network,Critical,Resolved,IT,Rohit Verma,2023-09-07 22:37:05,2023-09-08 00:37:05,2.0,No,No
TKT-00228,Printer,Medium,Resolved,Legal,Priya Singh,2023-07-17 03:26:10,2023-07-18 02:26:10,23.0,No,No
TKT-00229,Hardware,Medium,Resolved,IT,Suresh Kumar,2024-05-03 04:56:21,2024-05-03 19:56:21,15.0,No,No
TKT-00230,Network,Medium,Closed,Sales,Suresh Kumar,2024-12-16 17:57:11,2024-12-17 15:57:11,22.0,No,No
TKT-00231,Hardware,Medium,Resolved,Operations,Vikram Joshi,2023-03-04 04:57:32,2023-03-04 10:57:32,6.0,No,Yes
TKT-00232,Printer,High,Resolved,HR,Priya Singh,2024-09-02 11:43:33,2024-09-03 01:43:33,14.0,No,No
TKT-00233,Hardware,Medium,Closed,Sales,Rohit Verma,2023-03-03 08:32:10,2023-03-05 13:32:10,53.0,Yes,No
TKT-00234,Software,Medium,Resolved,Marketing,Rohit Verma,2024-10-15 20:41:21,2024-10-16 08:41:21,12.0,No,No
TKT-00235,Access/Login,Medium,In Progress,HR,Rohit Verma,2024-10-12 01:32:22,,,,Yes
TKT-00236,Email,Low,In Progress,IT,Priya Singh,2024-12-20 07:19:20,,,,No
TKT-00237,Access/Login,Low,Closed,HR,Vikram Joshi,2024-09-11 23:51:20,2024-09-14 01:51:20,50.0,No,No
TKT-00238,Email,Medium,Open,Legal,Priya Singh,2024-04-05 22:48:30,,,,No
TKT-00239,Software,Low,Resolved,Finance,Priya Singh,2024-02-29 12:26:59,2024-03-03 13:26:59,73.0,Yes,No
TKT-00240,Email,Medium,Open,Operations,Priya Singh,2023-02-11 20:33:45,,,,Yes
TKT-00241,Access/Login,Critical,Closed,Operations,Neha Gupta,2024-10-19 06:35:44,2024-10-19 08:35:44,2.0,No,Yes
TKT-00242,Software,Critical,Closed,IT,Neha Gupta,2023-11-30 22:38:29,2023-12-01 07:38:29,9.0,Yes,No
TKT-00243,Printer,Medium,Closed,Finance,Neha Gupta,2023-08-26 18:50:38,2023-08-29 06:50:38,60.0,Yes,Yes
TKT-00244,Email,Low,Resolved,Sales,Anjali Mehta,2024-03-16 08:26:42,2024-03-17 22:26:42,38.0,No,Yes
TKT-00245,Hardware,Low,Closed,Operations,Rohit Verma,2024-09-16 17:49:35,2024-09-17 19:49:35,26.0,No,No
TKT-00246,Email,Low,Closed,Operations,Suresh Kumar,2024-05-12 10:03:09,2024-05-13 15:03:09,29.0,No,Yes
TKT-00247,Printer,Critical,Resolved,Operations,Amit Sharma,2023-04-26 04:50:46,2023-04-26 14:50:46,10.0,Yes,No
TKT-00248,Network,Medium,Closed,IT,Suresh Kumar,2023-07-10 14:46:56,2023-07-12 02:46:56,36.0,No,No
TKT-00249,Network,Medium,Resolved,Finance,Vikram Joshi,2023-10-04 19:26:57,2023-10-05 19:26:57,24.0,No,No
TKT-00250,Printer,Low,Resolved,IT,Neha Gupta,2023-03-08 02:07:30,2023-03-09 14:07:30,36.0,No,No
TKT-00251,Network,High,Resolved,Legal,Rohit Verma,2024-08-17 12:01:16,2024-08-18 14:01:16,26.0,Yes,Yes
TKT-00252,Email,Medium,Resolved,IT,Amit Sharma,2023-09-08 06:37:39,2023-09-09 15:37:39,33.0,No,No
TKT-00253,Hardware,Low,In Progress,Legal,Suresh Kumar,2023-01-24 01:02:53,,,,No
TKT-00254,Network,Critical,Closed,Finance,Vikram Joshi,2024-07-14 19:05:43,2024-07-15 03:05:43,8.0,Yes,Yes
TKT-00255,Access/Login,High,Resolved,HR,Neha Gupta,2023-06-27 03:26:56,2023-06-27 12:26:56,9.0,No,No
TKT-00256,Email,Medium,Resolved,IT,Suresh Kumar,2023-01-31 13:32:40,2023-02-01 12:32:40,23.0,No,No
TKT-00257,Hardware,Medium,Open,Marketing,Rohit Verma,2023-02-15 13:04:52,,,,No
TKT-00258,Hardware,Medium,Resolved,Operations,Rohit Verma,2024-01-22 16:16:10,2024-01-23 21:16:10,29.0,No,No
TKT-00259,Email,Low,In Progress,Marketing,Suresh Kumar,2024-03-08 18:14:22,,,,No
TKT-00260,Network,High,Resolved,Sales,Vikram Joshi,2024-02-26 03:46:04,2024-02-27 00:46:04,21.0,No,No
TKT-00261,Access/Login,Medium,Resolved,Finance,Anjali Mehta,2024-06-09 06:33:40,2024-06-11 14:33:40,56.0,Yes,Yes
TKT-00262,Access/Login,Low,Open,Finance,Rohit Verma,2023-11-27 21:49:49,,,,No
TKT-00263,Email,High,Resolved,Sales,Suresh Kumar,2024-01-13 11:05:35,2024-01-14 04:05:35,17.0,No,Yes
TKT-00264,Network,Medium,Resolved,Sales,Anjali Mehta,2023-01-11 16:30:04,2023-01-12 23:30:04,31.0,No,No
TKT-00265,Printer,High,Closed,Operations,Neha Gupta,2023-07-11 01:26:48,2023-07-12 04:26:48,27.0,Yes,No
TKT-00266,Email,Low,Resolved,IT,Priya Singh,2024-03-12 22:50:21,2024-03-16 03:50:21,77.0,Yes,No
TKT-00267,Access/Login,Low,Closed,HR,Suresh Kumar,2023-08-19 02:51:33,2023-08-20 02:51:33,24.0,No,Yes
TKT-00268,Network,Medium,Resolved,Finance,Neha Gupta,2023-07-23 16:23:08,2023-07-25 22:23:08,54.0,Yes,Yes
TKT-00269,Printer,High,Closed,Operations,Priya Singh,2023-06-19 14:58:52,2023-06-20 13:58:52,23.0,No,No
TKT-00270,Email,Medium,In Progress,IT,Suresh Kumar,2023-01-24 07:43:41,,,,No
TKT-00271,Email,Medium,In Progress,Sales,Suresh Kumar,2024-10-10 08:16:58,,,,No
TKT-00272,Printer,Low,Closed,Sales,Neha Gupta,2024-07-06 00:06:28,2024-07-08 06:06:28,54.0,No,Yes
TKT-00273,Network,Low,Closed,IT,Neha Gupta,2024-12-11 00:47:38,2024-12-13 06:47:38,54.0,No,No
TKT-00274,Network,Low,In Progress,HR,Rohit Verma,2024-08-23 18:15:04,,,,No
TKT-00275,Software,Low,Closed,Operations,Anjali Mehta,2023-03-27 15:53:50,2023-03-29 11:53:50,44.0,No,No
TKT-00276,Printer,Medium,Resolved,Marketing,Suresh Kumar,2024-04-02 23:38:38,2024-04-04 20:38:38,45.0,No,No
TKT-00277,Hardware,Medium,Closed,HR,Anjali Mehta,2023-09-03 04:54:16,2023-09-03 09:54:16,5.0,No,Yes
TKT-00278,Access/Login,Medium,Open,IT,Neha Gupta,2024-10-15 16:52:40,,,,No
TKT-00279,Network,Medium,In Progress,HR,Anjali Mehta,2023-12-16 01:35:55,,,,Yes
TKT-00280,Software,Medium,Open,HR,Vikram Joshi,2024-06-01 13:05:22,,,,Yes
TKT-00281,Printer,Critical,In Progress,HR,Amit Sharma,2023-12-05 01:14:44,,,,No
TKT-00282,Network,Low,In Progress,Operations,Suresh Kumar,2024-04-24 18:02:24,,,,No
TKT-00283,Access/Login,Low,Open,Sales,Priya Singh,2023-11-01 15:37:07,,,,No
TKT-00284,Hardware,High,Closed,Operations,Anjali Mehta,2023-10-08 07:00:01,2023-10-09 04:00:01,21.0,No,Yes
TKT-00285,Access/Login,Medium,Resolved,Marketing,Amit Sharma,2024-01-21 20:19:12,2024-01-22 09:19:12,13.0,No,Yes
TKT-00286,Software,Low,Resolved,IT,Vikram Joshi,2024-08-16 00:35:53,2024-08-17 20:35:53,44.0,No,No
TKT-00287,Printer,Medium,Resolved,Sales,Anjali Mehta,2024-01-30 14:44:03,2024-01-30 22:44:03,8.0,No,No
TKT-00288,Access/Login,Medium,Resolved,Operations,Anjali Mehta,2024-10-04 13:29:12,2024-10-06 14:29:12,49.0,Yes,No
TKT-00289,Network,Medium,Resolved,Finance,Neha Gupta,2023-07-12 08:36:10,2023-07-13 18:36:10,34.0,No,No
TKT-00290,Network,Medium,Closed,IT,Vikram Joshi,2024-08-13 22:02:27,2024-08-16 06:02:27,56.0,Yes,No
TKT-00291,Software,Medium,Closed,Legal,Amit Sharma,2023-11-01 23:53:44,2023-11-03 08:53:44,33.0,No,No
TKT-00292,Hardware,Critical,Resolved,Legal,Suresh Kumar,2024-01-22 04:37:21,2024-01-22 13:37:21,9.0,Yes,No
TKT-00293,Software,Low,Open,IT,Amit Sharma,2024-03-04 07:02:31,,,,No
TKT-00294,Hardware,High,Resolved,HR,Neha Gupta,2023-05-28 17:01:24,2023-05-29 08:01:24,15.0,No,Yes
TKT-00295,Email,Low,Resolved,Legal,Rohit Verma,2023-04-09 05:33:31,2023-04-09 17:33:31,12.0,No,Yes
TKT-00296,Printer,Low,Resolved,IT,Rohit Verma,2023-06-06 20:11:38,2023-06-07 14:11:38,18.0,No,No
TKT-00297,Access/Login,Low,Resolved,Legal,Priya Singh,2023-05-25 13:06:53,2023-05-28 04:06:53,63.0,No,No
TKT-00298,Access/Login,High,In Progress,IT,Amit Sharma,2024-09-07 11:04:04,,,,Yes
TKT-00299,Hardware,Low,Closed,Operations,Priya Singh,2023-10-11 13:58:47,2023-10-13 03:58:47,38.0,No,No
TKT-00300,Network,Medium,Closed,IT,Suresh Kumar,2023-04-12 19:42:25,2023-04-15 04:42:25,57.0,Yes,No
TKT-00301,Access/Login,Medium,Resolved,Marketing,Vikram Joshi,2024-12-18 10:46:41,2024-12-18 17:46:41,7.0,No,No
TKT-00302,Email,High,Open,HR,Priya Singh,2024-10-14 16:28:34,,,,No
TKT-00303,Hardware,Medium,Closed,Legal,Amit Sharma,2023-08-29 09:53:18,2023-08-31 13:53:18,52.0,Yes,No
TKT-00304,Access/Login,Low,Resolved,Legal,Vikram Joshi,2023-11-02 06:00:17,2023-11-02 23:00:17,17.0,No,No
TKT-00305,Software,High,Closed,Sales,Suresh Kumar,2023-04-12 13:36:00,2023-04-13 12:36:00,23.0,No,No
TKT-00306,Software,Medium,Resolved,Marketing,Suresh Kumar,2023-05-10 01:26:35,2023-05-11 08:26:35,31.0,No,No
TKT-00307,Hardware,Medium,Closed,Marketing,Priya Singh,2024-02-23 15:41:07,2024-02-25 15:41:07,48.0,No,No
TKT-00308,Access/Login,Low,Resolved,Marketing,Anjali Mehta,2023-12-05 00:39:18,2023-12-07 10:39:18,58.0,No,No
TKT-00309,Printer,Medium,Resolved,IT,Priya Singh,2023-12-23 02:38:22,2023-12-24 13:38:22,35.0,No,Yes
TKT-00310,Network,High,Resolved,IT,Amit Sharma,2024-03-09 01:39:15,2024-03-09 16:39:15,15.0,No,Yes
TKT-00311,Email,Low,Resolved,Finance,Rohit Verma,2023-05-19 02:09:14,2023-05-19 22:09:14,20.0,No,No
TKT-00312,Hardware,Medium,Open,HR,Rohit Verma,2023-01-12 08:32:10,,,,No
TKT-00313,Hardware,High,Resolved,Legal,Suresh Kumar,2024-08-01 09:19:02,2024-08-02 02:19:02,17.0,No,No
TKT-00314,Network,Medium,In Progress,Finance,Priya Singh,2024-03-13 23:17:25,,,,No
TKT-00315,Software,Medium,Closed,IT,Priya Singh,2023-11-02 14:25:31,2023-11-03 15:25:31,25.0,No,No
TKT-00316,Access/Login,Medium,Closed,Sales,Rohit Verma,2023-05-20 03:35:09,2023-05-21 16:35:09,37.0,No,Yes
TKT-00317,Access/Login,Low,In Progress,IT,Vikram Joshi,2024-06-28 05:48:23,,,,No
TKT-00318,Access/Login,Low,Open,Marketing,Priya Singh,2024-01-07 21:52:24,,,,Yes
TKT-00319,Email,High,Resolved,Finance,Rohit Verma,2024-10-02 02:16:22,2024-10-02 22:16:22,20.0,No,No
TKT-00320,Access/Login,Medium,In Progress,Sales,Rohit Verma,2023-06-29 22:36:33,,,,No
TKT-00321,Access/Login,Low,Closed,Finance,Priya Singh,2023-02-10 09:46:01,2023-02-13 16:46:01,79.0,Yes,No
TKT-00322,Printer,Critical,Closed,Legal,Vikram Joshi,2024-02-20 21:13:03,2024-02-20 22:13:03,1.0,No,No
TKT-00323,Hardware,Medium,Open,Finance,Amit Sharma,2024-04-26 00:29:44,,,,No
TKT-00324,Access/Login,Medium,Closed,Marketing,Suresh Kumar,2024-11-18 02:11:28,2024-11-20 01:11:28,47.0,No,No
TKT-00325,Hardware,Medium,Resolved,HR,Suresh Kumar,2023-10-01 19:29:36,2023-10-03 10:29:36,39.0,No,Yes
TKT-00326,Email,High,Closed,Legal,Priya Singh,2023-11-19 02:52:13,2023-11-19 20:52:13,18.0,No,Yes
TKT-00327,Software,Low,Closed,Legal,Rohit Verma,2024-11-02 11:50:05,2024-11-04 07:50:05,44.0,No,Yes
TKT-00328,Network,Critical,Resolved,Finance,Anjali Mehta,2024-03-16 13:51:26,2024-03-16 15:51:26,2.0,No,Yes
TKT-00329,Printer,Critical,Closed,HR,Amit Sharma,2023-03-08 20:54:57,2023-03-09 05:54:57,9.0,Yes,No
TKT-00330,Access/Login,Low,Resolved,Finance,Amit Sharma,2024-03-03 00:54:45,2024-03-06 01:54:45,73.0,Yes,Yes
TKT-00331,Email,Critical,In Progress,Operations,Amit Sharma,2023-05-30 00:02:16,,,,No
TKT-00332,Access/Login,Low,In Progress,Marketing,Rohit Verma,2023-06-04 07:24:26,,,,Yes
TKT-00333,Software,Critical,Resolved,Finance,Suresh Kumar,2024-05-09 23:50:19,2024-05-10 06:50:19,7.0,Yes,No
TKT-00334,Hardware,Low,Closed,Operations,Vikram Joshi,2024-01-16 03:47:37,2024-01-18 14:47:37,59.0,No,No
TKT-00335,Network,Medium,Closed,Legal,Anjali Mehta,2023-10-16 06:41:12,2023-10-17 19:41:12,37.0,No,No
TKT-00336,Hardware,Low,Resolved,HR,Rohit Verma,2024-08-05 21:05:11,2024-08-09 12:05:11,87.0,Yes,No
TKT-00337,Access/Login,Critical,Resolved,Marketing,Rohit Verma,2023-03-25 00:17:33,2023-03-25 06:17:33,6.0,Yes,Yes
TKT-00338,Email,Critical,Resolved,Marketing,Suresh Kumar,2023-09-16 01:02:32,2023-09-16 11:02:32,10.0,Yes,Yes
TKT-00339,Network,High,Closed,HR,Rohit Verma,2023-02-07 23:13:11,2023-02-08 23:13:11,24.0,No,No
TKT-00340,Printer,Medium,Resolved,HR,Amit Sharma,2024-07-30 16:56:07,2024-08-01 01:56:07,33.0,No,No
TKT-00341,Hardware,Low,Resolved,IT,Suresh Kumar,2023-10-02 13:55:37,2023-10-05 22:55:37,81.0,Yes,No
TKT-00342,Hardware,Low,Closed,Operations,Suresh Kumar,2023-12-22 02:22:13,2023-12-24 05:22:13,51.0,No,No
TKT-00343,Network,Medium,Closed,Marketing,Suresh Kumar,2024-05-24 15:06:00,2024-05-26 08:06:00,41.0,No,No
TKT-00344,Printer,Medium,Resolved,Sales,Rohit Verma,2024-10-23 06:44:21,2024-10-23 20:44:21,14.0,No,No
TKT-00345,Access/Login,Low,Resolved,Legal,Amit Sharma,2023-08-05 13:26:25,2023-08-07 21:26:25,56.0,No,Yes
TKT-00346,Email,Medium,Resolved,Finance,Rohit Verma,2023-10-24 17:39:40,2023-10-25 23:39:40,30.0,No,No
TKT-00347,Access/Login,High,Resolved,Sales,Neha Gupta,2024-12-10 20:19:35,2024-12-11 07:19:35,11.0,No,No
TKT-00348,Email,Critical,Resolved,Sales,Priya Singh,2023-05-06 13:40:48,2023-05-06 21:40:48,8.0,Yes,Yes
TKT-00349,Email,High,Resolved,Sales,Vikram Joshi,2024-06-28 12:56:00,2024-06-28 17:56:00,5.0,No,No
TKT-00350,Software,Medium,Closed,Marketing,Vikram Joshi,2023-12-24 00:53:19,2023-12-24 06:53:19,6.0,No,Yes
TKT-00351,Printer,Low,Closed,Legal,Anjali Mehta,2024-01-03 20:41:27,2024-01-04 14:41:27,18.0,No,No
TKT-00352,Printer,Medium,Closed,Finance,Rohit Verma,2023-01-30 16:58:59,2023-02-01 18:58:59,50.0,Yes,No
TKT-00353,Hardware,Medium,Closed,Operations,Neha Gupta,2023-05-09 20:07:33,2023-05-11 09:07:33,37.0,No,No
TKT-00354,Email,Low,In Progress,Marketing,Vikram Joshi,2023-09-16 02:41:56,,,,Yes
TKT-00355,Hardware,High,Closed,Sales,Priya Singh,2023-08-01 15:44:29,2023-08-02 11:44:29,20.0,No,No
TKT-00356,Network,Critical,Resolved,HR,Amit Sharma,2023-12-23 12:37:43,2023-12-23 21:37:43,9.0,Yes,Yes
TKT-00357,Email,Medium,Closed,IT,Rohit Verma,2024-12-12 01:28:24,2024-12-13 11:28:24,34.0,No,No
TKT-00358,Printer,Medium,Resolved,HR,Neha Gupta,2023-01-11 22:11:22,2023-01-12 21:11:22,23.0,No,No
TKT-00359,Hardware,High,Closed,Sales,Rohit Verma,2023-11-17 02:21:59,2023-11-18 05:21:59,27.0,Yes,No
TKT-00360,Email,Medium,Resolved,IT,Anjali Mehta,2023-08-03 11:59:37,2023-08-04 12:59:37,25.0,No,No
TKT-00361,Hardware,High,Resolved,Legal,Rohit Verma,2024-10-16 19:44:39,2024-10-17 22:44:39,27.0,Yes,No
TKT-00362,Printer,Low,Resolved,Finance,Rohit Verma,2023-10-18 09:43:04,2023-10-21 18:43:04,81.0,Yes,No
TKT-00363,Access/Login,Medium,Resolved,Marketing,Neha Gupta,2023-09-08 13:38:29,2023-09-08 19:38:29,6.0,No,No
TKT-00364,Software,Medium,Resolved,HR,Anjali Mehta,2023-05-17 19:37:28,2023-05-18 13:37:28,18.0,No,No
TKT-00365,Email,Low,Open,Finance,Rohit Verma,2024-07-16 18:08:21,,,,No
TKT-00366,Network,Medium,Resolved,Marketing,Rohit Verma,2024-05-03 07:09:13,2024-05-04 12:09:13,29.0,No,No
TKT-00367,Email,Low,Resolved,IT,Suresh Kumar,2024-12-19 01:32:41,2024-12-20 09:32:41,32.0,No,No
TKT-00368,Email,Medium,Closed,Sales,Amit Sharma,2023-10-31 00:23:36,2023-11-01 00:23:36,24.0,No,No
TKT-00369,Network,Medium,Closed,IT,Suresh Kumar,2024-08-07 12:02:01,2024-08-09 05:02:01,41.0,No,No
TKT-00370,Software,Medium,Closed,Marketing,Priya Singh,2023-06-23 06:27:41,2023-06-23 21:27:41,15.0,No,No
TKT-00371,Software,Low,Open,Operations,Amit Sharma,2024-04-08 09:24:08,,,,No
TKT-00372,Software,High,In Progress,Operations,Anjali Mehta,2023-01-22 12:07:59,,,,Yes
TKT-00373,Access/Login,High,Resolved,Finance,Amit Sharma,2024-10-05 11:57:26,2024-10-06 14:57:26,27.0,Yes,Yes
TKT-00374,Network,Low,Resolved,Sales,Priya Singh,2024-07-06 09:18:36,2024-07-09 05:18:36,68.0,No,Yes
TKT-00375,Email,Medium,Closed,Sales,Vikram Joshi,2024-07-16 05:19:05,2024-07-18 14:19:05,57.0,Yes,No
TKT-00376,Hardware,High,Resolved,Finance,Neha Gupta,2024-07-28 14:57:44,2024-07-29 18:57:44,28.0,Yes,Yes
TKT-00377,Network,High,Resolved,Sales,Rohit Verma,2023-05-23 05:17:36,2023-05-24 10:17:36,29.0,Yes,No
TKT-00378,Software,Low,Closed,Marketing,Rohit Verma,2023-07-11 06:10:54,2023-07-14 22:10:54,88.0,Yes,No
TKT-00379,Email,Low,Resolved,Finance,Vikram Joshi,2023-11-22 03:24:04,2023-11-22 20:24:04,17.0,No,No
TKT-00380,Network,Medium,Resolved,Marketing,Rohit Verma,2023-08-20 06:56:08,2023-08-21 23:56:08,41.0,No,Yes
TKT-00381,Printer,High,Resolved,Legal,Vikram Joshi,2024-09-07 00:21:25,2024-09-07 10:21:25,10.0,No,Yes
TKT-00382,Printer,High,Resolved,Marketing,Rohit Verma,2023-12-08 19:45:20,2023-12-09 23:45:20,28.0,Yes,No
TKT-00383,Access/Login,Low,Closed,Marketing,Neha Gupta,2024-02-11 20:38:45,2024-02-14 06:38:45,58.0,No,Yes
TKT-00384,Access/Login,Medium,Resolved,Sales,Neha Gupta,2023-03-19 21:16:35,2023-03-20 22:16:35,25.0,No,Yes
TKT-00385,Printer,Low,In Progress,Marketing,Anjali Mehta,2023-10-03 14:10:09,,,,No
TKT-00386,Access/Login,Low,Resolved,Finance,Neha Gupta,2023-07-16 09:54:34,2023-07-18 05:54:34,44.0,No,Yes
TKT-00387,Network,Medium,Resolved,Legal,Neha Gupta,2023-08-30 10:00:36,2023-09-01 10:00:36,48.0,No,No
TKT-00388,Hardware,Low,Closed,IT,Amit Sharma,2023-09-09 22:59:10,2023-09-10 23:59:10,25.0,No,Yes
TKT-00389,Access/Login,Low,In Progress,Finance,Anjali Mehta,2023-01-20 04:24:12,,,,No
TKT-00390,Network,Low,Resolved,HR,Rohit Verma,2023-10-04 19:20:59,2023-10-06 02:20:59,31.0,No,No
TKT-00391,Printer,Medium,Resolved,Marketing,Amit Sharma,2024-12-12 16:27:46,2024-12-12 21:27:46,5.0,No,No
TKT-00392,Hardware,Low,Resolved,Marketing,Neha Gupta,2023-03-01 12:23:33,2023-03-01 23:23:33,11.0,No,No
TKT-00393,Hardware,Critical,Resolved,Finance,Neha Gupta,2023-11-27 19:09:17,2023-11-27 21:09:17,2.0,No,No
TKT-00394,Printer,High,Resolved,Sales,Rohit Verma,2024-11-09 18:11:28,2024-11-10 20:11:28,26.0,Yes,Yes
TKT-00395,Printer,Critical,Resolved,Operations,Suresh Kumar,2023-11-24 08:50:57,2023-11-24 11:50:57,3.0,No,No
TKT-00396,Access/Login,Medium,Resolved,Marketing,Priya Singh,2023-12-06 12:15:06,2023-12-08 08:15:06,44.0,No,No
TKT-00397,Software,Low,Resolved,Legal,Amit Sharma,2023-03-30 08:57:37,2023-04-02 21:57:37,85.0,Yes,No
TKT-00398,Access/Login,Medium,Resolved,Sales,Anjali Mehta,2024-07-30 21:41:03,2024-07-31 17:41:03,20.0,No,No
TKT-00399,Email,High,Resolved,Marketing,Amit Sharma,2023-09-22 02:06:41,2023-09-22 20:06:41,18.0,No,No
TKT-00400,Email,Low,Resolved,Marketing,Amit Sharma,2023-06-04 04:53:22,2023-06-05 20:53:22,40.0,No,Yes
TKT-00401,Software,Medium,Closed,Operations,Amit Sharma,2023-11-28 22:10:13,2023-11-29 23:10:13,25.0,No,No
TKT-00402,Email,Medium,Closed,Finance,Vikram Joshi,2023-03-02 19:52:37,2023-03-05 01:52:37,54.0,Yes,No
TKT-00403,Email,Low,Resolved,HR,Amit Sharma,2023-08-11 00:55:12,2023-08-13 12:55:12,60.0,No,No
TKT-00404,Access/Login,Medium,Resolved,Marketing,Suresh Kumar,2024-06-29 21:43:54,2024-07-01 17:43:54,44.0,No,Yes
TKT-00405,Hardware,Medium,Closed,Finance,Vikram Joshi,2023-10-15 06:01:23,2023-10-16 21:01:23,39.0,No,Yes
TKT-00406,Email,Medium,Open,Marketing,Anjali Mehta,2023-11-24 03:13:48,,,,No
TKT-00407,Printer,Critical,Resolved,Finance,Amit Sharma,2023-07-26 20:09:46,2023-07-27 06:09:46,10.0,Yes,No
TKT-00408,Email,Low,Closed,Marketing,Anjali Mehta,2024-07-27 16:27:17,2024-07-29 00:27:17,32.0,No,Yes
TKT-00409,Printer,Low,Resolved,Sales,Suresh Kumar,2024-04-07 16:29:03,2024-04-10 20:29:03,76.0,Yes,Yes
TKT-00410,Software,Medium,Closed,Legal,Rohit Verma,2023-04-09 12:39:30,2023-04-11 18:39:30,54.0,Yes,Yes
TKT-00411,Network,High,Resolved,HR,Rohit Verma,2024-09-13 22:49:01,2024-09-14 02:49:01,4.0,No,No
TKT-00412,Access/Login,Medium,Resolved,Legal,Suresh Kumar,2024-08-01 08:18:12,2024-08-02 12:18:12,28.0,No,No
TKT-00413,Hardware,High,Closed,HR,Priya Singh,2024-06-05 13:31:27,2024-06-05 16:31:27,3.0,No,No
TKT-00414,Software,Low,Resolved,Finance,Priya Singh,2023-04-02 03:03:31,2023-04-02 17:03:31,14.0,No,Yes
TKT-00415,Software,Medium,Resolved,Marketing,Rohit Verma,2024-03-10 06:51:57,2024-03-12 15:51:57,57.0,Yes,Yes
TKT-00416,Network,Low,Closed,HR,Priya Singh,2024-03-26 02:08:17,2024-03-27 16:08:17,38.0,No,No
TKT-00417,Access/Login,Low,Resolved,Sales,Vikram Joshi,2023-03-05 23:59:43,2023-03-08 00:59:43,49.0,No,Yes
TKT-00418,Access/Login,Low,Resolved,Operations,Vikram Joshi,2024-06-13 06:55:28,2024-06-15 06:55:28,48.0,No,No
TKT-00419,Access/Login,Medium,In Progress,Legal,Vikram Joshi,2024-08-03 23:10:22,,,,Yes
TKT-00420,Software,Low,In Progress,HR,Priya Singh,2024-11-20 03:23:22,,,,No
TKT-00421,Network,Low,Closed,Legal,Anjali Mehta,2023-09-17 14:32:56,2023-09-19 15:32:56,49.0,No,Yes
TKT-00422,Software,Medium,In Progress,Finance,Anjali Mehta,2024-07-04 16:51:59,,,,No
TKT-00423,Email,Medium,Open,IT,Anjali Mehta,2024-04-01 08:59:57,,,,No
TKT-00424,Software,Medium,Resolved,Operations,Suresh Kumar,2023-09-12 20:52:27,2023-09-14 04:52:27,32.0,No,No
TKT-00425,Software,Low,Open,Legal,Neha Gupta,2024-08-21 04:22:02,,,,No
TKT-00426,Software,Low,Resolved,Legal,Vikram Joshi,2023-10-04 08:03:38,2023-10-07 20:03:38,84.0,Yes,No
TKT-00427,Software,Medium,Resolved,HR,Suresh Kumar,2023-03-01 14:30:30,2023-03-03 20:30:30,54.0,Yes,No
TKT-00428,Network,Medium,Open,HR,Priya Singh,2023-07-25 07:21:17,,,,No
TKT-00429,Hardware,Low,Open,Finance,Amit Sharma,2024-08-09 19:40:28,,,,No
TKT-00430,Hardware,Medium,Resolved,Finance,Amit Sharma,2023-09-13 17:14:07,2023-09-16 04:14:07,59.0,Yes,No
TKT-00431,Printer,Medium,Resolved,HR,Vikram Joshi,2023-03-23 01:55:26,2023-03-23 13:55:26,12.0,No,No
TKT-00432,Software,Low,Open,Sales,Anjali Mehta,2023-04-14 12:31:22,,,,No
TKT-00433,Email,Low,Open,HR,Amit Sharma,2023-05-22 03:11:52,,,,No
TKT-00434,Hardware,Critical,Open,Sales,Amit Sharma,2023-06-15 17:16:33,,,,No
TKT-00435,Email,Medium,Closed,IT,Amit Sharma,2024-03-01 17:02:11,2024-03-03 17:02:11,48.0,No,No
TKT-00436,Network,Low,Resolved,Sales,Neha Gupta,2023-06-25 12:28:55,2023-06-26 17:28:55,29.0,No,Yes
TKT-00437,Email,Low,Resolved,IT,Suresh Kumar,2024-06-12 09:08:28,2024-06-15 08:08:28,71.0,No,No
TKT-00438,Access/Login,Low,Resolved,Legal,Suresh Kumar,2023-12-01 11:25:09,2023-12-03 04:25:09,41.0,No,No
TKT-00439,Hardware,Critical,Closed,Sales,Neha Gupta,2024-12-30 05:18:35,2024-12-30 11:18:35,6.0,Yes,No
TKT-00440,Email,Medium,Resolved,Finance,Amit Sharma,2023-06-06 23:55:26,2023-06-08 18:55:26,43.0,No,No
TKT-00441,Network,Low,In Progress,Operations,Rohit Verma,2024-06-22 06:01:40,,,,Yes
TKT-00442,Software,Medium,Resolved,Legal,Vikram Joshi,2023-07-14 17:11:05,2023-07-16 22:11:05,53.0,Yes,No
